label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	2201 kg	0.1148	pig	Moreno Valley	311	1703	674	0.2951	-0.346	Andrew	1.055	Chris	405	950 N
7	105 kg	-0.1902	dog	Chula Vista	76	1108	524	0.3996	1.1839	Chris	1.0987	Tony	407	-117 N
3	None	1.2204	pig	San Jose, Long Beach, Irvine	968	2137	-871	-0.0149	0.4516	Andrew	0.1604	Chris	783	-999 N
8	1059 kg	-0.4051	rabbit	Los Angeles, Santa Clarita	269	597	-630	-0.1112	-0.3725	Reilly	0.2967	Inan	-56	-446 N
1	1755 kg	1.1151	fish	Fresno	489	477	1606	0.9346	-0.5339	Sam	-0.7949	Vani	238	-955 N
8	-80 kg	0.3587	rabbit	Los Angeles, Santa Clarita	-273	1516	-186	1.2989	1.0314	Reilly	0.5523	Eriq	272	881 N
2	137 kg	0.2776	chicken	Bakersfield	429	696	-286	0.7359	0.0824	Inan	-0.3301	Fabrice	809	-59 N
0	1916 kg	0.3995	cat	Sacramento	-674	214	1239	0.3979	-0.1729	Fabrice	-0.652	Lise	1729	482 N
9	476 kg	0.0568	bird	Fremont	816	1101	436	1.7242	0.4928	Tony	1.4438	Andrew	2049	-164 N
2	943 kg	0.7268	chicken	Bakersfield	1513	1785	607	0.5097	-0.1204	iNAN	0.1138	Fabrice	116	1022 N
4	-536 kg	1.6188	ferret		-6	1886	1258	0.6585	-0.6588	Inan	0.2622	N/A	501	1623 N
6	416 kg	1.0443	rat	Stockton	72	2125	-582	-0.4998	1.1901	Sam	1.8202	Michael	2938	32 N
4	1810 kg	1.9139	ferret	Riverside	-260	477	532	0.9531	0.0869	Vani	0.9247	Sam	-170	1463 N
8	542 kg	1.2197	rabbit	Santa Clarita	508	25	542	1.441	1.1369	Inan	0.4621	Eriq	545	523 N
1	849 kg	1.6366	fish	Fresno	-433	-1668	1897	0.1215	0.0163	Michael	2.0	Vani	626	864 N
1	-217 kg	2.3111	fish	Fresno	1317	-822	1625	0.2092	0.7595	Michael	-0.9485	Vani	546	910 N
2	274 kg	0.6951	chicken	San Bernardino, Oakland, Modesto	2079	975	1500	-0.0851	2.1088	Inan	-1.1016	Fabrice	468	131 N
6	97 kg	1.3675	rat	Stockton	334	441	-562	0.6844	1.083	Eriq	1.7341	Michael	-83	-265 N
7	742 kg	0.7366	dog	Santa Ana	685	41	N/A	1.142	1.5679	Chris	1.3404	Tony	-566	923 N
4	1913 kg	0.1493	ferret	Riverside	1521	70	865	0.4659	-2.095	Vani	0.6933	Sam	2049	149 N
1	2109 kg	0.184	fish	fresno	409	-438	-153	-0.8345	-1.2226	Michael	0.4257	Vani	-65	460 N
1	26 kg	1.4485	FISH	Fresno	-505	-406	303	1.4652	-0.6472	Eriq	1.7141	Vani	-1335	1130 N
2	1413 kg	1.1735	chicken	Bakersfield	896	-31	?	1.7713	0.0694	Inan	0.7656	Fabrice	1998	152 N
8	207 kg	0.7148	rabbit	Santa Clarita	579	249	46	-0.935	0.1707	Reilly	-0.1885	Eriq	302	127 N
5	933 kg	-0.2343	hamster	NULL	-206	-192	901	0.8928	0.1833	Lise	1.2506	Reilly	1072	123 N
0	2 kg	-1.2852	cat	Sacramento	-334	321	5	2.0176	0.0936	Fabrice	-1.1248	Lise	1655	610 N
9	-213 kg	0.5714	bird	Fremont	754	130	1849	0.461	0.591	Tony	-0.157	Lise	25	-366 N
8	1022 kg	0.8049	rabbit	Moreno Valley	-31	-440	182	0.3423	-0.3598	Reilly	0.3002	Eriq	1653	945 N
3	-82 kg	2.0371	pig	Long Beach	285	132	965	0.6884	0.6614	Andrew	-0.6705	Chris	-584	-854 N
0	478 kg	0.8293	cat	Sacramento	249	1929	-98	-0.521	-1.2189	Fabrice	1.1537	Chris	1871	825 N
6	224 kg	1.0009	rat	Stockton	204	-731	1516	0.0052	2.1667	Eriq	1.0675	Michael	1496	863 N
9	98 kg	0.2761	bird	Fremont	522	639	1909	-0.3031	-0.6903	Tony	0.2465	Andrew	3029	-359 N
3	699 kg		pig	Long Beach, San Jose, Irvine	838	1450	-1256	1.3611	-1.2604	Andrew	-0.3989	Inan	-938	1307 N
9	700 kg	0.7161	guinea pig	Fremont	1316	2340	433	0.8199	-1.2295	Eriq	1.4309	Andrew	409	-173 N
7	175 kg	0.0136	dog	Chula Vista	315	205	540	1.3092	2.4667	Chris	0.4475	Tony	1113	683 N
7	969 kg	0.2185		Riverside	351	1436	40	1.2593	-0.2117	Chris	1.2977	Tony	-688	1561 N
9	850 kg	2.1772	guinea pig	Fremont	1484	454	976	0.8657	-1.2874	Tony	0.8309	Vani	112	2186 N
0	794 kg	1.3277	cat	Sacramento	410	-226	747	0.7586	-0.6878	Fabrice	0.7012	Lise	589	-323 N
3	414 kg	0.4957	pig	San Francisco	67	455	-230	0.1298	3.3611	Andrew	-0.3096	Chris	-240	1046 N
1	793 kg	0.9687	fish	Fresno	877	256	140	0.4456	0.9481	Michael	0.5229	Vani	68	-328 N
4	215 kg	1.226	ferret	Riverside	252	1081	-58	-0.0371	-0.2114	Andrew	0.5726	Andrew	192	570 N
3	559 kg	-0.3653	pig	Irvine	918	1378	180	0.6803	-1.1582	Andrew	0.8099	Inan	602	1816 N
2	618 kg	0.0427	chicken	Bakersfield	1435	519	1436	1.8664	1.4174	Reilly	0.3233	Andrew	896	1540 N
0	411 kg	-1.0643	cat	Sacramento	-206	1153	873	0.3212	-2.037	Fabrice	-0.0763	Lise	1464	363 N
5	685 kg	0.6286	hamster	San Bernardino, Oakland, Modesto	-223	631	-15	0.1839	0.0715	Lise	0.0995	Reilly	776	373 N
8	-47 kg	0.8431	rabbit	Los Angeles, Santa Clarita	265	-100	-330	0.8005	1.0377	Reilly	1.2549	Eriq	922	509 N
5	1914 kg	1.1495	HAMSTER	Stockton	-958	1311	1279	0.7922	-1.2345	Lise	0.1134	Reilly	1540	1426 N
8	1117 kg	1.1809	rabbit	Santa Clarita	67	1150	1201	0.9773	0.9449	Reilly	-0.4774	Eriq	-1078	1119 N
8	1897 kg	1.0636	rabbit	Santa Clarita	22	2135	-701	0.0351	-1.0241	Tony	-0.1049	Eriq	922	968 N
3	946 kg	-0.1485	pig	Long Beach	913	383	-1094	0.9108	1.8212	Andrew	1.3956	Chris	291	312 N
7	972 kg	0.7615	dog	Santa Ana	203	1064	160	1.2329	-1.2535	Chris	1.5975	Tony	1457	1204 N
3	650 kg	0.5524	pig	San Francisco, Long Beach	828	-196	46	0.8862	1.1363	Eriq	-0.4553	Inan	-298	-331 N
0	1619 kg	-0.5061	cat	Fremont	312	626	-1824	0.8211	0.32	Fabrice		Lise	-730	884 N
2	984 kg	0.1356	chicken	Bakersfield	450	1752	356	0.4667	0.3079	iNAN	-0.2612	Fabrice	1831	623 N
1	835 kg	-0.1123	fish	None	-43	362	-873	0.165	0.2709	Michael	0.5562	Vani	2578	1078 N
9	826 kg	-0.5303	bird	Fremont	886	-138	1996	1.1588	1.3144	TONY	0.9152	Andrew	515	477 N
8	667 kg	1.633	RABBIT	Moreno Valley, Los Angeles	38	1630	-206	1.2068	1.5726	Reilly	1.0022	Eriq	832	-486 N
7	142 kg	0.2102	dog	Santa Ana	29	-830	1613	2.0345	0.7077	Chris	1.2273	Tony	-104	206 N
5	206 kg	-0.9378	hamster	San Diego	1079	-290	772	0.1284	0.5133	Reilly	1.7266	Reilly	861	1399 N
5	573 kg	-0.2239	hamster	Modesto	556	304	2042	-0.5416	0.3372	Lise	1.455	Reilly	-563	-118 N
2	1681 kg	1.2332	chicken	Bakersfield	1596	1656	-727	0.8957	0.0364	Inan	0.6472	Fabrice	-680	597 N
2	445 kg	-1.1409	chicken	Riverside	1185	1775	248	0.5402	0.405	Inan	0.4429	Fabrice	-1285	391 N
2	1756 kg	0.4863	chicken	BAKERSFIELD	983	388	958	0.1068	1.7612	Inan	0.0863	Fabrice	684	1307 N
5	-373 kg	0.5187	HAMSTER	Oakland, Modesto, San Bernardino, San Diego	908	1293	384	0.0072	0.0825	Lise	0.3205	Reilly	1794	1131 N
7	-417 kg	-0.4903	dog	Santa Ana	-418	-282	1560	-0.5215	1.3498	Chris	-1.1686	Tony	334	1197 N
1	-456 kg	2.1812	fish	Fresno	450	-247	1427	-0.0831	1.8489	Michael	1.0484	Vani	445	658 N
5	-434 kg	-0.5188	hamster	Oakland, Modesto, San Bernardino, San Diego	993	1209	-1996	0.2696	-0.9353	Lise	-0.3706	Reilly	77	872 N
8	307 kg	0.5824	rabbit	Santa Clarita, Moreno Valley	1292	272	-1782	1.1627	0.3297	Reilly	0.0262	Eriq	1338	549 N
6	863 kg	-0.6106	rat	Oakland, Anaheim, San Bernardino, San Diego	-909	49	2457	1.1238	3.4875	Sam	1.4713	Michael	-440	-762 N
8	840 kg	0.9943	rabbit	Los Angeles, Santa Clarita	-695	455	-217	-0.2407	1.7476	Reilly	0.9502	Eriq	118	819 N
7	1913 kg	n/a	reptile	Santa Ana	458	304	1180	0.5131	1.2226	Chris	0.9531	Andrew	58	436 N
7	922 kg	0.3922	dog	Chula Vista	1189	423	718	0.8514	-0.5517	Chris	0.176		-368	-294 N
6	None	-0.619	rat	STOCKTON	-307	81	280	0.9971	0.4009	Eriq	0.7703	Michael	3155	-234 N
8	561 kg	1.0068	rabbit	Santa Clarita, Los Angeles	1113	1572	1491	-0.0584	0.7362	Reilly	-1.0551	Eriq	221	708 N
0	676 kg	0.4714	cat	Sacramento	447	1446	-211	?	-0.2169	Fabrice	-0.1626	Lise	-429	584 N
6	440 kg	-0.9064	rat	Stockton	-292	-168	1096	-0.451	0.1047	Eriq	1.6993	MICHAEL	-343	741 N
6	1290 kg	-0.2193	rat	Stockton	1536	582	1641	1.2055	-0.6424	Eriq	0.6194	Michael	n/a	-610 N
0	-146 kg	1.8154	cat	Sacramento	-78	500	-560	0.2603	-0.3757	Fabrice	0.6695	Fabrice	3415	723 N
4	516 kg	0.5774	ferret	Riverside	970	1322	-1	-0.1185	-0.4342	Vani	0.7317	Sam	975	-43 N
6	-814 kg	0.757	rat	Stockton	-528	-53	2327	0.2834	2.0293	Sam	-0.2955	Michael	1206	1983 N
1	473 kg	1.7171	fish	Santa Clarita	-103	1201	3437	1.4284	1.5893	Michael	-0.1505	Vani	1259	508 N
9	603 kg	-0.5103	guinea pig	Fremont	687	173	1961	0.4151	-2.5693	Tony	-0.0537	Andrew	2530	331 N
3	624 kg	0.9483	pig	San Jose, Irvine, San Francisco	667	1957	897	0.8539	1.4902	Andrew	-0.1225	Inan	627	-248 N
6	1662 kg	1.325	rat	Stockton	266	-894	1596	1.4971	-0.7847	Eriq	0.4719	Michael	2099	1196 N
7	1225 kg	0.5194	dog	Chula Vista		-129	1594	-0.2468	1.4044	Chris	0.2918	Tony	-856	247 N
4	-873 kg	1.712	ferret	Riverside	1061	1552	2870	0.7381	-0.37	Vani	1.0315	Sam	1667	1392 N
6	657 kg	0.8516	rat	Stockton	267	468	690	0.5168	1.5125	Sam	0.6986	michael	591	1256 N
5	36 kg	0.5154	hamster	Anaheim, Oakland, San Bernardino	-265	157	-23	-0.4206	-0.115	Inan	0.9996	Reilly	2161	748 N
0	1198 kg	-2.7993	cat	Sacramento	307	588	743	0.0037	-0.1431	Fabrice	-0.0019	Lise	1434	173 N
4	228 kg	0.2827	ferret	None	570	827	-491	0.4091	-1.0267	Vani	1.4519	Sam	635	-357 N
2	-316 kg	-0.6433	chicken	Bakersfield	-473	1255	280	0.6751	-0.9604	Inan	0.3926	Fabrice	652	1003 N
4	-82 kg	1.062	ferret	Riverside	-322	1354	1877	0.7214	1.5993	Vani	0.7288	Sam	-436	671 N
4	598 kg	1.119	ferret	Riverside	-1071	2638	-313	-0.2971	0.1224	Fabrice	0.816	Reilly	840	364 N
1	1306 kg	-0.0171	fish	Fresno	164	-1845	748	0.1665	0.1704	Michael	-0.7471	Vani	334	-373 N
6	528 kg	2.1626	rat	Stockton	-146	-1743	-1089	0.6963	-2.2274	Sam	0.6617	Michael	-812	992 N
2	652 kg	-0.5459	chicken	Bakersfield	556	3251	-921	2.2432	-0.0186	Inan	0.218	Fabrice	-1911	1239 N
1	-194 kg	0.5894	fish	Fresno	-29	1851	-207	0.3959	1.4543	Michael	0.5166	Vani	2611	1447 N
1	-556 kg	-0.3523	fish	Fresno	213	885	-323	0.3157	0.4308	Vani	0.0976	Vani	-158	-597 N
6	499 kg	1.5897	rat	sTOCKTON	995	301	956	-0.4769	-1.2104	Eriq	0.982	Michael	-385	794 N
3	774 kg	0.1549	pig	Irvine	721	576	651	-0.3755	0.1422	Andrew	1.5623	Inan	-379	711 N
3	-274 kg	0.6864	pig	San Francisco	520	203		-0.1822	1.4949	Inan	0.0755	Inan	335	-254 N
0	717 kg	0.3243	cat	Sacramento	496	2270	200	1.6274	-0.9763	Fabrice	-0.3127	Lise	2303	-177 N
3	719 kg	-0.0749	pig	Irvine	1197	980	826	1.527	2.1368	Andrew	0.0524	Inan	1058	430 N
8	1326 kg	1.7046	rabbit	Los Angeles, Moreno Valley	283	1566	-134	-0.1393	-0.6727	Reilly	0.734	Eriq	-376	381 N
7	259 kg	1.8205	dog	Chula Vista	772	431	1408	1.2327	-3.0892	Chris	0.7266	Tony	-1006	387 N
5	688 kg	0.9314	hamster	Bakersfield	-771	1045	-97	0.0522	-1.6617	Lise	-0.4189	Reilly	438	635 N
0	981 kg	0.5027	cat	Sacramento	-769	-304	400	1.1623	1.4024	Lise	1.7106	Lise	-1260	1101 N
2	480 kg	1.8888	chicken	Bakersfield	846	-243	643	None	0.5007	Chris	1.0482	Fabrice	-428	1007 N
8	807 kg	-1.5552	rabbit	Santa Clarita	240	770	-193	0.5384	0.6819	Reilly	-0.8165	Fabrice	-124	-1116 N
1	930 kg	1.6864	fish	Fresno	1382	-204	1163	0.6597	0.5705	Michael	-0.787	Vani	-351	?
4	-394 kg	0.4298	rat	Riverside	316	402	831	1.7774	1.254	Vani	1.2578	Sam	108	133 N
7	748 kg	0.0861	dog	Santa Ana	769	-987	1737	0.1719	1.6381	Chris	-0.1453	Tony	-915	535 N
3	1420 kg	1.8933	pig	Irvine, San Jose, Long Beach	386	1731	-870	-0.5894	1.4844	Andrew	1.1605	Reilly	-425	756 N
5	302 kg	0.6944	hamster	Oakland	127	60	531	-0.6976	-1.5582	Lise	-0.0602	Reilly	1419	523 N
8	1189 kg	0.4595	RABBIT	Los Angeles, Santa Clarita	-228	618	594	0.709	1.2037	Reilly	-0.1139	Eriq	457	290 N
2	-887 kg	0.6977	chicken	Chula Vista	310	584	-23	0.3177	1.337	Inan	0.1182	Fabrice	227	1253 N
6	655 kg	1.1256	rat	Stockton	347	268	1190	0.5182	0.5386	Sam	1.1225	Michael	401	105 N
7	924 kg	1.3718	dog	Chula Vista	1794	91	-887	0.3853	0.7888	Chris	0.1062	Tony	609	1649 N
4	-390 kg	1.2864	ferret	Riverside	1302	1469	969	-0.4032	0.9997	Vani	0.0467	Sam	1072	-544 N
8	-623 kg	0.9977	rabbit	Moreno Valley	642	1059	-1533	0.0956	0.5126	Reilly	-0.1082	eriq	-424	1087 N
7	91 kg	0.093	dog	Santa Ana	87	140	-1445	0.2857	2.8445	Chris	0.3852	Tony	1315	322 N
4	-724 kg	0.2699	ferret	Riverside	173	218	701	0.9807	-0.2621	Lise	0.9916	Sam	993	2021 N
6	1786 kg	0.0024	rat	Los Angeles	1026	-377	-648	0.3352	1.69	Eriq	0.2468	Michael	1534	708 N
7	1236 kg	2.3163	reptile	Chula Vista	2361	896	946	0.2978	1.4148	Chris	0.2113	Tony	2011	1082 N
1	-344 kg	-0.4855	fish	Fresno	70	854	702	0.1039	-0.4189	Michael	-0.3502	Vani	-419	734 N
4	-87 kg	1.917	ferret	Riverside	649	376	1428	1.3052	1.5652	Andrew	0.8915	Tony	-720	489 N
3	677 kg	-0.253	pig	Modesto, San Diego	1549	845	-1957	0.8718	0.1713	Andrew	-0.5665	Chris	571	0 N
8	328 kg	0.4618	rabbit	SANTA CLARITA, MORENO VALLEY	667	-100	21	0.8746	1.1466	Reilly	0.3729	Vani	-970	1767 N
5	492 kg	1.8909	hamster	Anaheim, San Diego, San Bernardino	193	-96	-549	1.1138	-0.0724	Lise	-0.5714	Reilly	2112	1287 N
1	1319 kg	1.301	fish	Fresno	75	428	816	0.0674	0.0391	Michael	-0.1309	Vani	-113	-4 N
7	1046 kg	2.2494	dog	Santa Ana	33	-1567	1974	0.4059	-0.2328	Eriq	0.4705	Tony	-403	200 N
0	478 kg	2.2809	cat	Sacramento	452	974	-786	0.2847	-0.7363	Fabrice	0.0501	Lise	-481	106 N
7	1857 kg	0.1146	reptile	Santa Ana	607	-797	1524	0.6014	0.1864	Chris	0.9895	Tony	1649	324 N
9	-148 kg	1.0026	bird	Fremont	-153	105	2762	0.2082	-0.3872	Tony	0.5847	Andrew	-40	1204 N
1	1348 kg	0.9762	fish	Fresno	246	1180	1026	0.1572	-0.8914	Michael	0.6576	Vani	721	558 N
1	101 kg	-0.1254	fish	Fresno	363	622	-178	0.4445	-0.8508	Michael	-1.7164	Vani	-2203	-199 N
1	1522 kg	0.8886	fish	Fresno	1303	1176	370	0.519	1.864	Michael	0.6063	Vani	-791	626 N
6	-127 kg	-0.1208	rat	Stockton	663	-592	923	1.2885	1.3916	Eriq	2.6218	Michael	72	729 N
2	528 kg	2.2524	chicken	Bakersfield	209	592	1665	-0.1261	1.0528	Inan	0.0069	Fabrice	295	1638 N
5	1202 kg	-0.6983	hamster	Oakland	1601	82	-1473	0.8922	1.9045	Lise	0.0177	Reilly	2150	568 N
0	473 kg	1.6169	cat	Sacramento	101	1339	-1297	0.4368	-0.5284	Fabrice	2.0947	Lise	11	1537 N
9	629 kg	0.9515	guinea pig	Fremont	1171	164	-1122	1.0253	-1.1502	Tony	0.8161	Reilly	1730	71 N
5	1798 kg	0.6743	hamster	Anaheim	-716	-73	-330	0.2006	0.0823	Lise	0.366	Reilly	2127	-70 N
3	1371 kg	2.3466	pig	Irvine, Long Beach	1300	2823	-811	1.3135	1.2413	Andrew	0.7097	Fabrice	1838	127 N
6	153 kg	-0.2431	rat	Stockton	455	367	205	0.4354	?	Eriq	1.3883	Michael	-276	526 N
9	831 kg	0.1983	GUINEA PIG	Fremont	420	1833	781	1.0306	0.6552	Tony	0.1002	Andrew	1255	-60 N
3	1169 kg	0.2749	pig	Long Beach	886	2043	-1434	1.5827	0.0505	Andrew	-1.5222	Lise	1267	540 N
8	-1283 kg	0.5272	rabbit	Santa Clarita, Moreno Valley	-332	1633	1321	0.9998	1.8166	Reilly	-0.9801	Eriq	-633	-82 N
6	652 kg	-0.0888	rat	Stockton	2043	-202	1209	1.552	2.4994	Sam	-0.633	Michael	1708	91 N
7	272 kg	0.7722	reptile	Chula Vista	79	-1086	1362	0.3231	-0.215	Chris	0.8105	Tony	-49	38 N
0	1355 kg	1.8076	cat	Sacramento		1295	-4	-0.0151	0.6526	Fabrice	1.0736	Lise	508	842 N
6	977 kg	-0.4699	rat	Stockton	177	929	1578	1.1464	0.4382	Inan	0.5538	Michael	3060	1304 N
0	-446 kg	0.5509	cat	Sacramento	1133	634	114	-0.2058	-0.4089	Fabrice	1.1738	Lise	990	1238 N
3	1078 kg	0.5056	pig	Long Beach, San Francisco	1117	154	-680	1.6767	0.2887	Andrew	-0.0205	Inan	508	-245 N
9	339 kg	1.5994	guinea pig	Fremont	68	1066	-726	0.1286	0.0286	Tony	1.387	None	1716	182 N
4	1196 kg	-0.05	ferret	Riverside	None	1378	1884	0.6454	0.4035	Vani	1.253	Sam	-884	22 N
2	461 kg	2.7775	chicken	Bakersfield	-86	472	-282	1.0396	1.2458	Inan	-0.4158	Eriq	-495	1449 N
9	137 kg	1.8684	guinea pig	Fremont	2086	-427	431	1.6178	0.9235	Tony	0.7694	Andrew	1400	718 N
9	945 kg	-0.2796	bird	Fremont	504	2326	231	0.4314	0.6732	Tony	1.6113	Andrew	-1018	918 N
6	526 kg	-0.7373	rat	Fresno	537	1515	504	1.5005	0.461	Eriq	1.0609	Michael	1556	641 N
3	1934 kg	0.6781	pig	Irvine, San Francisco, San Jose	-6	1031	480	1.5794	1.0105	Andrew	0.0332	Inan	1033	704 N
3	1168 kg	0.3448	pig	Bakersfield	262	92	-1619	0.1173	1.025	Andrew	1.0925	Inan	1660	-261 N
7	671 kg	0.351	dog	Santa Ana	1183	-345	-955	0.8801	1.0393	Chris	0.9053	Tony	-179	155 N
1	182 kg	0.7308	fish	Fresno	693	-757	758	0.7	-0.8413	Michael	1.8019	Vani	629	-424 N
6	1081 kg	0.5811	rat	Stockton	817	2046	1124	0.9305	0.3601	Eriq	0.328	Michael	962	-1973 N
6	756 kg	-0.1928	rat	Stockton	269	603	-522	1.1506	0.5432	Eriq	-0.628	Michael	-461	-155 N
5	1014 kg	-1.0195	hamster	Anaheim, San Bernardino, San Diego	779	-1448	530	0.071	1.1095	Lise	-0.2761	Reilly	250	1016 N
1	287 kg	0.7805	fish	Fresno	-669	-457	2045	0.748	-0.5627	Michael	-0.1126	VANI	-133	1046 N
5	841 kg	1.2716	hamster	San Diego	282	462	914	0.7838	1.8666	Lise	-0.2266	Reilly	-40	928 N
6	1217 kg	-0.585	rat	Stockton	700	512	151	0.4594	0.0294	Sam	2.2271	Michael	77	571 N
3	-546 kg	0.9894	pig	Irvine, San Francisco	380	1433	-355	0.8252	0.0549	Andrew	1.7801	Chris	-500	1512 N
0	608 kg	0.9858	cat	sacramento	195	1692	638	-0.181	0.2861	Fabrice	-0.438	Lise	902	1973 N
7	-58 kg	0.052	reptile	Santa Ana	-427	-460	1391	0.4946	0.6389	Chris	0.9178	TONY	543	1231 N
5	1298 kg	0.3271	hamster	Anaheim	563	506	453	0.1324	0.899	Lise	1.2665	Reilly	-1468	1250 N
1	1049 kg	1.4392	hamster	Fresno	779	196	-1010	-0.8129	-0.8898	Michael	-0.6151	Vani	-996	27 N
5	-62 kg	-0.4424	hamster	Oakland	-758	819	-785	-0.0481	0.8884	Lise	-0.106	Reilly	2933	0 N
2	1366 kg	1.1857	chicken	Sacramento	389	-1773	1110	1.9693	0.974	iNAN	0.4051	Fabrice	-1243	300 N
5	-619 kg	0.383	hamster	San Diego, Oakland	-357	283	-1363	2.0266	1.707	Lise	0.7563	Sam	-996	-132 N
7	832 kg	1.3701	reptile	Santa Ana	142	600	1802	0.3462	-0.154	Chris	1.1818	TONY	-672	894 N
5	268 kg	1.7019	?	San Diego, Anaheim, San Bernardino, Modesto	895	434	-191	0.4274	0.6986	Lise	-0.7714	reilly	794	655 N
5	631 kg	-0.9568	hamster	San Diego, San Bernardino, Oakland, Modesto	166	-681	418	1.0452	0.3222	Lise	-0.3958	Reilly	1394	-638 N
2	98 kg	0.7727	chicken	Bakersfield		323	1420	0.4115	1.8776	Inan	0.2156	Fabrice	-288	-287 N
8	2118 kg	3.5701	rabbit	mORENO vALLEY	526	1632	-691	1.9725	-0.0493	Reilly	-0.5815	Eriq	-442	65 N
6	-741 kg	0.9316	rat	Stockton	831	354	-1318	1.8372	1.8539	Eriq	1.6896	Michael	464	323 N
3	1739 kg	1.6822	pig	Irvine	21	-464	-329	0.9743	1.6808	Vani	0.7338	Inan	1152	358 N
1	724 kg	1.0272	fish	Fresno	-440	-495	1603	1.4129	-1.2848	Michael	0.3194	Vani	2224	475 N
0	24 kg	-0.0644	cat	Sacramento	31	-115	-446	-0.1744	0.7604	Fabrice	-0.705	Lise	-34	854 N
3	1217 kg	-0.2182	pig	San Francisco	898	39	-314	1.8096	0.6169	Vani	-1.38	Chris	836	1094 N
9	-270 kg	1.02	guinea pig	Fremont	817	1870	2169	0.5504	0.4	Tony	1.5255	Inan	1757	289 N
8	826 kg	0.3167	rabbit	Santa Clarita, Los Angeles	1443	1624	795	0.9312	0.2657	Reilly	-0.1649	Eriq	1158	1502 N
3	-107 kg	0.777	pig	Anaheim, Modesto, Oakland, San Diego	811	2245	-403	-0.3546	0.485	Andrew	0.0409	Inan	98	956 N
0	-53 kg	0.1149	cat	Sacramento	-22	-323	-719	-0.2271	1.2701	Fabrice	2.0265	Lise	610	1866 N
6	829 kg	-1.381	rat	STOCKTON	-736	-1582	1370	1.189	1.285	Inan	1.1225	Michael	2344	926 N
5	1589 kg	1.8305	hamster	San Bernardino	-132	561	1617	1.0075	-1.7115	Lise	0.2401	Reilly	2513	952 N
1	494 kg	-0.0309	fish	Fresno	566	2522	547	-0.0853	0.4977	Michael	0.358	Vani	-693	1047 N
8	496 kg	1.2269	rabbit	Santa Clarita, Los Angeles	-345	1400	365	0.801	0.9668	Reilly	0.9407	Eriq	1254	708 N
5	554 kg	0.6601	hamster	Riverside	906	343	-590	1.2863	-1.842	Lise	-0.1982	Reilly	3138	149 N
9	866 kg	0.4882	bird	Fremont	16	1389	2430	0.2335	-0.6062	Tony	1.0152	Andrew	878	1269 N
8	1629 kg	1.2748	rabbit	Los Angeles	-188	114	n/a	0.7341	0.3082	Reilly	-0.0619	Eriq	567	39 N
0	1232 kg	1.4686	cat	Sacramento	78	1236	58	2.1941	0.6998	Fabrice	1.0041	Lise	790	591 N
2	902 kg	-0.3667	chicken	bakersfield	132	193	1282	0.4206	-0.4319	Inan	-0.2121	Fabrice	517	1375 N
6	703 kg	-0.0314	rat	Stockton	528	964	745	1.0791	-1.1085	Eriq	0.6146	Michael	1635	-749 N
4	1201 kg	?	ferret	Riverside	114	1529	199	0.9605	-1.39	Vani	0.5838	Sam	101	138 N
4	121 kg	-0.0186	ferret	Riverside	814	1004	745	0.2034	0.5394	VANI	0.3369	Andrew	453	390 N
4	1450 kg	-0.0874	ferret	Riverside	1402	963	1274	0.497	-0.0068	Vani	1.2717	Sam	-804	-295 N
0	937 kg	0.47	rabbit	Sacramento	-611	-1245	713	0.3315	0.1695	Fabrice	1.1434	lise	-57	-700 N
5	-422 kg	-1.5704	hamster	San Diego, Anaheim	598	1258	829	1.6829	1.1568	Lise	-0.806	Reilly	-849	-458 N
1	411 kg	-0.6996	fish	Fresno	545	283	742	-0.6235	1.8312	Michael	0.6763	Vani	675	454 N
3	158 kg	1.25	pig	San Jose	-235	-615	-1765	-0.0	-1.138	Andrew	0.0151	Chris	1010	465 N
8	353 kg	1.5742	rabbit	Moreno Valley	231	731	197	1.1538	0.5409	Reilly	0.0503	Eriq	71	-92 N
6	1301 kg	1.3778	rat	Stockton	-365	-60	591	1.2713	-0.5347	Sam	0.4052	Michael	1678	338 N
6	741 kg	0.7633	rat	Stockton	33	386	550	0.6609	1.1169	Eriq	-0.4704	Michael	1086	900 N
4	948 kg	-0.055	ferret	Riverside	1728	1662	1176	1.5511	2.3094	Michael	-1.2058	Sam	360	-1056 N
5	1658 kg	0.0181	hamster	San Diego, San Bernardino, Oakland	-1178	213	-285	-0.0362	0.0035	Lise	-1.0846	Reilly	990	918 N
9	NULL	1.0304	bird	Fremont	-486	1182	1002	0.8289	1.7058	Tony	0.873	Andrew	630	-474 N
9	874 kg	0.4793	guinea pig	Oakland, Modesto, San Diego	-57	794	n/a	-0.6987	-0.8639	Tony	1.2915	Michael	177	884 N
5	938 kg	-1.0676	hamster	San Diego	186	-789	-1252	1.0156	-0.1333	Fabrice	-1.5963	Reilly	376	1243 N
5	515 kg	0.3932	hamster	Modesto, San Bernardino, Oakland	-1	279	1349	0.5984	-1.4016	Lise	-0.4486	Reilly	0	301 N
1	1250 kg	-1.5107	fish	Moreno Valley	816	-298	538	1.0315	0.3829	Sam	0.251	Vani	97	680 N
7	759 kg	1.2063	dog	Santa Ana	-10	-259	1996	0.2289	2.8086	Chris	1.4477	Tony	782	-284 N
7	-50 kg	1.4919	dog	cHULA vISTA	81	-224	-838	0.2812	0.1933	Chris	0.0384	Tony	79	-655 N
